premise,hypothesis,gold_label,pred_label
"In doing so, they invite children to judge the appropriateness of their requirements.",The requirements are usually determined to be fair.,neutral,entailment
Each narrative focused on a relatively exceptional personal experience.,The narratives were each focused on a single experience.,entailment,contradiction
"Between ages 3 and 4, this detachment of make-believe symbols from the real-life conditions they stand for is well developed.",Children prefer to get into real-life situations. ,neutral,contradiction
. . . [I]n my mind they were competing venues for command and control and decisionmaking.,They were competing for control and power rather than working together to make decisions.,entailment,contradiction
"Although these advances are encouraging, our work is far from complete.",There have been advances such as mastering time travel and instant teleportation.,neutral,contradiction
"He learned in the tunnel that the Pentagon had been hit, and he saw television coverage of smoke coming from the building.",He got out of the tunnel quickly when he heard about the Pentagon.  ,neutral,contradiction
Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta .,It would be a boon if Maledicta had more such interviews.,neutral,entailment
Today's girls will be tomorrow's leaders--and they're counting on YOU!,Without your help they will not develop the skills to become leaders.,neutral,contradiction
We believe such statements do not reflect an adequate appreciation of the FAA's responsibility for the safety and security of civil aviation.,The statements ignore the FAA's relevant studies and research.,neutral,contradiction
Projects which enliven and enrich the student experience and draw some of our finest scholars and teachers to our campus--and to our city.,These projects cost a ton of money to implement. ,neutral,contradiction
"In all the ways just mentioned, parents and other adults are vital conveyers of culture, through direct teaching of attitudes and values and through the pervasive imprint of culture on the settings and activities they provide for children.",Parents convey the culture to the children using all their small behaviors.,neutral,contradiction
"These are particularly tricky when short words, like articles or pronouns, are ",Articles should be considered when doing these.  ,neutral,entailment
"Beginning in the 1970s, retailers expanded their offshore sourcing efforts, especially after quality standards improved, establishing sourcing offices and relationships in low-wage countries, particularly in Asia.","Retailers expanded their sourcing to Asia, because they liked their food.",neutral,contradiction
He was simply making extortionate exactions upon his wretched lessees.,He enjoyed making excessive demands to his tenants.,neutral,entailment
"Hmm, well , I had some teachers that were really, um, influential about what I read and their love for literature.",I read all the books suggested by my teachers. ,neutral,contradiction
"Daddy's, daddy's a builder right?",Is father a builder?,entailment,contradiction
Retail Replenishment Performance,All retail stores need to restock.,neutral,contradiction
Lewin had served four years as an officer in the Israeli military.,"Lewin had served in the Israeli military as an officer for four years, and a recruit for years previously.",neutral,entailment
"The user is offered a choice with man-  a  a tiger or other animal that has acquired the habit of eating  a woman given to chasing, catching and devouring men. ",Alligators are also an available choice. ,neutral,entailment
"More likely, they read wants as meaning `desires' rather than `lacks,' but that might well be a deliberate, facetious ambiguity.",Wants is not the only word where more than one meaning can be inferred.,neutral,entailment
"But after September 1996, when first Jalalabad and then Kabul fell to the Taliban, Bin Ladin cemented his ties with them.",Bin Ladin lead the Taliban to conquer Kabul.,neutral,contradiction
It carried its full capacity of nine flight attendants.,Three dozen people - including nine flight attendants - were on board.,neutral,contradiction
"Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.",Department stores often specialized in one or two products.,neutral,entailment
"Um, I guess the only story that they ever say a lot about my grandmother was the fact that she did not like my mom when uh my father and she first got together.",My mom didn't like my grandmother at one time. ,neutral,entailment
"But, uh, I guess I did that for it must have been close to, um, a year and a half maybe, and then I decided not, and ended up leaving.",I left after two days. ,neutral,contradiction
"Oh, can you think of any other stories?",Do you remember that story about the brothers?,neutral,contradiction
"When Isaac Bashevis Singer was awarded the Nobel Prize for Literature in 1978, he remarked in his acceptance ",The Nobel Prize is an award that is highly looked upon.,neutral,entailment
(Tries to insert a piece in the wrong place),They figured out where the piece goes.,neutral,contradiction
It's one of the Little Golden?,Is it The Poky Little Puppy?,neutral,contradiction
Then the next day I don't know if you weren't there.,"I tried to figure out if you were going to show up the next day, but it didn't seem like you did, so I figured you just didn't care anymore.",neutral,entailment
"    To the best of our recollection, this may be the only instance in which the origin of an expression has been traced to a statue.",The statue in question is in Brazil. ,neutral,contradiction
Projects such as this touch the lives of others and enhance the education of the students.,Students very much enjoy participating in the programs. ,neutral,entailment
"Please RSVP to Tammy Jackson by Tuesday, November 2, 1999 at 264-7555, ext.",We will not accept RSVPs after that date.,neutral,contradiction
"As United 93 left Newark, the flight's crew members were unaware of the hijacking of American 11.",As the flight United 93 left Newark the crew members were tragically unaware of the hijacking of American 11.,entailment,contradiction
"Daddy's, daddy's a builder right?",Is father a builder?,entailment,contradiction
"This means that half of your contribution will be returned to you through State tax savings, while the entire donation amount will remain deductible on your Federal taxes.",You must donate more than 100 dollars.,neutral,contradiction
This joint attention to objects and events fosters early language development.,This joint attention will have the most impact on fostering language development. ,neutral,entailment
"The reception is scheduled for Thursday, April 29, (6:00-7:30 p.m.) at the Hyatt Regency.",The reception is scheduled to go for less than two hours.,neutral,entailment
It just kind a fills it out a little bit makes it a little easier on the ear especially if they can't sing but.,It's unpleasant to listen to before we do this.,neutral,contradiction
"Before we take up this emerging theoretical consensus, let's address the question of whether greater parental commitment, in the context of today's demanding and stressful work lives, is possible.",The emerging theoretical consensus can be realized with a greater parental commitment.,neutral,entailment
"Upon entering the work force, he discovered few job opportunities that seemed to match his abilities.",He had been completed both masters and postgraduate degrees.,neutral,contradiction
"Men say that, too, of course.",Men and women alike say that.,entailment,contradiction
These findings are not an indictment of maternal employment or nonparental child care.,Maternal employment or non parental child care are not an allegation of the findings from last Wednesday.,neutral,entailment
"Mr. Joseph Hymes'  Do Mistake'Learn Better  [XV,1] brought to mind the time a Japanese acquaintance told me of a friend of hers who decided to tackle the original English version of three books she had enjoyed while in Japan.",The books were first printed in Japanese.,contradiction,entailment
"Um, not too many stories about my dad's childhood.",My dad doesn't remember much of his childhood.,neutral,entailment
"On the other hand, I do not have the hard evidence at hand and assume that the RHD does.","The evidence given may be hard, but it also stored on a computer, too.",neutral,contradiction
"I am feeling quick on the trigger, quick on the draw, hot as a pistol, and loaded for bear, so I am going to get the drop on you and let you have it with both barrels.","I'm very confident in my skills, so I'm definitely going to shoot you first.",neutral,entailment
"At the same time or shortly thereafter, Atta-the only terrorist on board trained to fly a jet-would have moved to the cockpit from his business-class seat, possibly accompanied by Omari.",Atta and Omari were two terrorists who were armed with box cutters.,neutral,contradiction
"Hani Hanjour, assigned to seat 1B (first class), soon followed.",Bob was assigned to seat 2a,neutral,contradiction
They could not recall that any of the passengers they screened were CAPPS selectees.,"They did not screen any passengers, and had no idea who were CAPPS selectees.",contradiction,entailment
Or the flight attendants may just have been in their way.,The terrorists tied  the flight attendants because they were in the way. ,neutral,contradiction
Each award involves a tuition/fee remission and a $1000 stipend.,Every honor cancels some tuition and awards one thousand dollars. ,entailment,contradiction
"Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.",Finished goods inventory has a very direct bearing on a Manufacturers' bottom line.,neutral,contradiction
We've helped people break free of the welfare cycle.,We've provided job training for people on welfare.,neutral,contradiction
"We are leaders in the bar, business, government, and community affairs.","As we are the leadership of the community affairs, we need to invest in charity.",neutral,contradiction
"So, early that morning, that afternoon, I came down from San Miguel, and I told him, I'm going to go.",I told him that afternoon that I am moving out of the house.,neutral,contradiction
What happened? ,What happened last night?,neutral,contradiction
"They assumed the fighter escort would be discreet, vectored to a position five miles directly behind the hijacked aircraft, where it could perform its mission to monitor the aircraft's flight path.",The fighter jets stayed far enough away to track the plane.,entailment,contradiction
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,the last five chapters are about apparel and apparel related material.,contradiction,entailment
 You can't do it with your hands; you need a peeler.,"It is technically possible, but not permitted for one to use their hands.",neutral,entailment
Bin Ladin was prepared to pick up where he had left off in Sudan.,Bin Laden hated the country if Sudan. ,neutral,contradiction
"Genes and peers do not supplant adult agents, including parents, grandparents, aunts, uncles, family friends, and teachers.","Grandparents, aunts, teachers and uncles are adult agents.",entailment,contradiction
These trainers were later heard boasting that their assistance led to the October 1993 shootdown of two U.S.,"At a later point, these trainers were heard bragging that their help led to the shoot-down and complete destruction of two U.S. helicopters.",neutral,entailment
 You went treating!,Treating is for kids.,neutral,entailment
We're at war . . . somebody's going to pay.,We are going to get back at them.,entailment,contradiction
"When parents and children spend most of their time apart, the result is a profound dampening of parents' socializing power.","When parents and kids are together more, the result is parents socialize more.",neutral,contradiction
"He also lost the head of his military committee, Abu Ubaidah al Banshiri, one of the most capable and popular leaders of al Qaeda.",Abu Ubaidah al Banshiri was the head of his military committee.,entailment,contradiction
One senior FAA air traffic control manager said that it was simply not the FAA's place to order the airlines what to tell their pilots.,The FAA tries to control pilots too much. ,neutral,contradiction
Contributing members of the winning class will receive an added bonus of a tuition-waived registration to a non-restricted C.E.,Contributing members of the winning class will love the present in-store for them.,neutral,contradiction
"This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents.","In my dad's story, the young girl didn't live with her parents. ",entailment,contradiction
"He views either of them as the instrument, the bond, of his not being able to pass on the crown to a successor of his choosing (or of his subsequent begetting).",Actually passing on the crown is quite simple and easy.,neutral,contradiction
"Yeah, we gotta get-we gotta alert the military real quick on this.",The military should already have been alerted about this.,neutral,entailment
These findings are not an indictment of maternal employment or nonparental child care.,Maternal employment or non parental child care are not an allegation of the findings from last Wednesday.,neutral,entailment
"I'm all for Latin courses, but there's an easier way of building your English vocabulary then plowing through the intricacies of Latin morphology and syntax.",Latin is often studied by those who wish to learn English.,neutral,entailment
"In 1990, 73 percent of all workers in this industry were classified as working in the sewing department; 91 percent were sewing machine operators.",This demonstrates the overwhelming need for sewing machine operators in the present.,neutral,contradiction
"Again, the time it takes managers to reach a decision is what determines the length of this process.",This time is dependent on the rate which producers can create the products.,neutral,contradiction
The thin plastic sheet effectively cuts off the flow of room air through the fabric.,Room air can destroy the fabric if it's not controlled.,neutral,entailment
"Helen W. Power, in  Women on Language; Women in Language [XV","Helen W, Power is a highly intelligent woman. ",neutral,contradiction
"The Department of Defense, like the Department of State, had a coordinator who represented the department on the interagency committee concerned with counterterrorism.",The Department of Defense has a coordinator who had a seat on the interagency committee and was involved in decision making with the FBI.,neutral,contradiction
"Last year a small number of alumni each contributed between $2,500 and $4,999 to the school.",A number of alumni contributed over $5000.  ,neutral,contradiction
"During my time in senior high, and, after that, in the Army Air Force, I had other things on my mind (there was a war on, after all), and I didn't give the MUSKRAT-MUSKAT-MUSCAT RAMBLE problem any thought.","I had the war on my mind, among other things, during my time in senior high.",entailment,contradiction
"Callers reported that a passenger had been stabbed and that two people were lying on the floor of the cabin, injured or dead-possibly the captain and first officer.",The passengers tried to help the injured.  ,neutral,contradiction
"Top-down  an apex of professors and doctors buttressed by the holders of college degrees (many of them lower-level administrators, teachers, and researchers within the system).",Every professor and doctor has a college degree. ,neutral,entailment
finding an interesting shell on the beach ( Looks like Mom's shiny necklace. ,That shell looks like Mom's necklace she got at the art fair.,neutral,contradiction
"and so on through the whole megillah : `long, involved story.",The scroll was a very complicated confusing story.,neutral,entailment
But technical innovations have aided the operators.,Operators have been able to save time through the assistance of technology.,neutral,entailment
More picturesque are the references to erections.,The references to erections had a lot of pictures.,neutral,entailment
"At 9:21, NEADS received a report from the   Military, Boston Center.",The NEADS used the report to identify a potential strategy.,neutral,contradiction
No it hasn't because my grades are still pretty bad.,I should really spend more time studying and try harder to get to all my classes.,neutral,contradiction
"Not until 1998 did al Qaeda undertake a major terrorist operation of its own, in large part because Bin Ladin lost his base in Sudan.","After this operation, Bin Ladin was motivated by the effectiveness of the attack.",neutral,contradiction
"The  lowing herd  ( Onomatoplazia ) wound slowly in the first verse of  Elegy in a Country Churchyard,  by Thomas Gray, not Oliver Goldsmith.","The first verse of Elegy in a Country Churchyard, in which bovids moo mournfully, is not the work of Oliver Goldsmith as is commonly claimed, by the work of Thomas Gray.",neutral,entailment
I firmly am committed to that.,I'm committed to that religion.,neutral,entailment
"She has a cut, see?",Don't you see her cut?,entailment,contradiction
"Partnership with YMCA of Liberia - In 1998, we continued our efforts to help the YMCA of Liberia re-establish after 7 years of civil war.",It is expected that recovery will take a decade. ,neutral,entailment
"Alternatively, an adept supplier who uses information for planning, production, and distribution may well share in the competitive advantages derived from better information on the true state of final customer demand.",Suppliers who know their customers' demand tend to make the most profits.,entailment,contradiction
"Um, Peyton Place was, had, um, kind of a fascination because I was at summer camp in NH, near Gilmanton Iron Works, where that woman, the author, lived.",The summer camp was very fun in that I had learned a lot.,neutral,entailment
Today's girls will be tomorrow's leaders--and they're counting on YOU!,Without your help they will not develop the skills to become leaders.,neutral,contradiction
"A successful U.S. apparel-maker, for instance, may assemble basic men's khaki pants in average sizes in Mexico, taking advantage of low labor costs as well as Mexico's proximity to the maker's Texas distribution centers; at the same time, this company can choose to manufacture products with more variable demand, like khaki pants with narrow waists and long inseams, in the United States, providing fast turnaround for retailers and lower exposure to inventory risk.",The United States prefers outsourcing its labor to Mexico.,neutral,entailment
"I feel like I'm letting them down, so to, so to speak.",I am certain that I am not meeting their expectations. ,entailment,contradiction
"At 9:34, the Command Center relayed the information concerning United 93 to FAA headquarters.",The Command Center relayed the information concerning United 93 to FAA headquarters to seek help.,neutral,entailment
. . . [I]f they're there then we'll run on them.,"They said, ""If they are there, then we will run on them"" to try to save the crew, passengers or buildings in larger public places from being attacked. ",neutral,entailment
"Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.",Department stores often specialized in one or two products.,neutral,entailment
"If you want to keep on, that's fine, but, so much time!",It took a lot of time because he was a slow person.,neutral,contradiction
The Herron School of Art and Gallery at IUPUI is contemporary art!,The Herron School of Art is fantastic at contemporary art.,neutral,contradiction
"Onomatopoeia has a long, honorable, and pleasurable history'from Aristophanes' brek-ke-kex ko-ax ko-ax to Kermit's ribbet, ribbet 'from majestic lines in ancient epic poetry to simple, homey words like plop, splash , and murmur .  In every language and time, the sound and look of some words have given clues to their  their sound has suggested their sense.","A philosophical meaning can be taken from onomatopoeia,",neutral,entailment
"If you would like to become a member of ELM, please fill out the enclosed membership form and send it back at your earliest convenience.",Membership of the ELM costs $20 per year.,neutral,contradiction
"Now that manufacturers of power tools and ball bearings talk about their products as  fashion  items, the apparel industry'always subject to the whims of fashion'has much to say to any industry that involves retailing.",There are many power tools that people refer to as fashion items.,neutral,entailment
" How to protect your neighborhood against crime and Jennifer Beals, star of `The Bride.",Jennifer Beals and crime are dangerous,neutral,entailment
"Wha, yeah, very hard compared to high school.",I much preferred the easy ride of high school.,neutral,contradiction
"I like, uh, political non-fiction, and I've read The Making of the President series from 1960 on up.",I like to read political non-fiction to take a break from fiction.,neutral,entailment
") In some countries, puzzles of this type are called  cryptograms,  a name we shall use from here on.",Cryptograms are really complex and fun to figure out. ,neutral,entailment
"In other words, the savings created in throughput reduction in assembly were lost on the shipping dock.",The shipping dock proved to be more of a cost than the savings created in other areas.,entailment,contradiction
Its blades are its  spears. ,It uses real spears rather than a substitute.,neutral,contradiction
Another book that I read recently is very interesting books The Journals of Lewis and Clark.,I read The Journals of Lewis and Clark last week. ,neutral,contradiction
"The Herndon Command Center immediately established a teleconference between Boston, New York, and Cleveland Centers so that Boston Center could help the others understand what was happening.",The Herndon Command Center established a teleconference between the centers so Boston could tell the others what was going on on their radar.,neutral,entailment
American 77 was then 5 miles west-southwest of the Pentagon and began a 330-degree turn.,American 77 was turning in the direction of the Pentagon.,neutral,entailment
This was United 175's last communication with the ground.,United 175 would never have another communication with the ground.,entailment,contradiction
This does not necessarily translate into a desire for clerical rule and the abolition of a secular state.,Secular state can perfectly coexist with clerical rule as shown in the past.,neutral,contradiction
"You mean like imaginary, or fictional stories?",Fiction was the most prevalent. ,neutral,contradiction
"He found lodgings with Younis Khalis, the head of one of the main mujahideen factions.",Younis Khalis was the head of the most important mujahideen faction.,neutral,entailment
The value of the coefficient can vary from zero (if demand is exactly the same every week) to numbers much greater than one for wildly fluctuating weekly demand.,A coefficient can indeed rise up to a hundred for wildly fluctuating weekly demand.,neutral,contradiction
"In any event, it is hard to discern, from the arch style affected in an attempt to make dull facts interesting, just what is the origin of sow one's wild oats .  In many entries, Claiborne labors the obvious, offering little or nothing we do not already know, could easily imagine, or for which the author offers no explanation.","Claiborne is an author in her mid 50s, with a degree from Princeton University.",neutral,contradiction
Look at this.,"Take a gander at this, it's incredible.",neutral,entailment
"But duende has deeper vibrations, evoking for its disciples the very ethos of Spain.",Duende was very important.,neutral,entailment
"At first, children find it difficult to distinguish words and other mental symbols from the objects and actions to which they refer.",Once children reach adolescence they no longer have problems differentiating words from objects. ,neutral,contradiction
"Orwell constructed an alternative future in his vision of the totalitarian state, Nineteen Eighty-Four .  The work has given English a small lode of  the title itself connotes a society marked by government terror and propaganda destroying the public's consciousness of reality (the OED Supplement also accepts 1984 and 1984-ish as adjective forms); that government's official language, Newspeak , now indicates the propagandistic or ambiguous language of, among others, politicians, bureaucrats, and broadcasters ( revenue enhancement  for  tax increase,  etc.); the twisting of minds to the capacity to accept the validity of utterly contradictory opinions or beliefs, or double-think ; the book's head of state, Big Brother , implies an apparently benevolent, but really ruthless, omnipotent, and omniscient state authority.",1984 is often used to criticize government actions regarding surveillance and propaganda.,neutral,entailment
Please join with us to see that happy endings do continue.,Join us to watch the happy endings for moms and babies.,neutral,entailment
Your past support of the Challenger program has been critical to its success these last four years.,Your past support included financial support to the program,neutral,entailment
My ankle.,My ankle broke.,neutral,entailment
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,the last five chapters are about apparel and apparel related material.,contradiction,entailment
We are also planning new initiatives.,The new initiatives include new buildings and facilities,neutral,contradiction
"I hope you join our family of patients, loved ones and professionals.",Both patients and relatives are on an equal footing with the professionals we employ.,neutral,contradiction
"With higher values of inventory carrying costs, it is more profitable to shift more production to the quick-line plant to allow reduction in work-in-process and finished goods inventory.",Production can be shifted to multiple alternative methods depending on the situation.,neutral,contradiction
There was one particular woman I don't recall her name.,Perhaps that woman's name was Susan. ,neutral,entailment
"As Sudanese authorities became less obliging, normal costs of doing business increased.",Sudanese authorities are harsh.,neutral,contradiction
"Where, where are you working now?","You are still working in the same place, correct? ",neutral,contradiction
"General Arnold later recalled instructing Marr to go ahead and scramble them, and we'll get authorities later.",General Arnold instructed Marr to go ahead and scramble them even though he didn't have pre-authorization.,entailment,contradiction
Vice President Cheney was asked for authority to engage the aircraft.,Cheney relayed their message to the president.,neutral,contradiction
"The soldier in charge would command, after each firing, that the rank on the scaffold step down and be replaced by the rank that had just reloaded, thus alternating ranks and sustaining the rifle fire.",This system does not seem like it would have worked. ,neutral,contradiction
"They would rather me stay in Nursing because they know that's where my heart is but, um, you know, they're behind me in whatever I decide to do.","They put a particular effort into reassuring me that my decision either way on whether to stay in nursing will be respected, because they've both suffered as a result of having loved ones criticise or invalidate their choices.",neutral,contradiction
"Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities.",Underprivileged children have opportunities that they have never had before.,entailment,contradiction
 From Fiber to Cloth to Finished Product,From cloth to fiber to finished product.,contradiction,entailment
"Rather, the intensity of adult support depends on where the task falls within the child's  zone. ",Adult support might support weaker child than stronger child.,neutral,entailment
The doctor sewed up her leg. ,The doctor performed surgery on her leg.,neutral,entailment
"Children can become competent readers and writers without being trained, pushed, or goaded into literacy learning in early childhood.",Children can learn to enjoy reading and writing and not just see them as useful skills. ,neutral,entailment
"Like neither, like I'm the first one in my family to go to college on my dad's side.",My father's side of the family didn't attend college.,entailment,contradiction
"In part, that is attributable to the designation of his correspondents, who keep him informed on language that is not within earshot, as the  Lexicographic Irregulars,  an amusing reference the first time or two it was used but now beginning to cloy.",The designation of the correspondents has become repetitive and cliche.,entailment,contradiction
"However, it was seen at the time as a success.",Only later would it be looked at as a complete failure.,neutral,contradiction
"Um, when you're talking about your favorite stories, what was your favorite part of the story?","You mentioned ""As You Like It"" as one of your favorite stories. ",neutral,entailment
"No, they didn't, no, just that one.",There were many people there.,neutral,contradiction
"I can remember Mom and Dad saying Grandmom in the kitchen hollering, Daddy, Daddy, Daddy I wish you wouldn't talk like that in front of the girls.",I wish you wouldn't use swear words in front of the girls.,neutral,entailment
The Vice President was wondering how the hell could a plane hit the World Trade Center when he saw the second aircraft strike the South Tower.,The Vice President was watching a feed of the World Trade Center from a secure room.,neutral,contradiction
"If my father bought it, it would have to be a Dodge.",My father is an avid car collector and loves driving.,neutral,entailment
He had an appetite and aptitude for business.,"He used to think business looked really boring, but when he took a class in it at university (in order to spend more time with the guy he had a crush on), he found out that in actual fact it really engaged his mind, and he decided to pursue business as a career.",neutral,entailment
"At 9:27, after having been in the air for 45 minutes, United 93 acknowledged a transmission from the Cleveland Center controller.","At 9:27, United 93 interacted with the Cleveland Center controller through a mechanical check and not an audio interaction.",neutral,contradiction
"At 8:48, while the controller was still trying to locate American 11, a New York Center manager provided the following report on a Command Center teleconference about American 11:",A manager at the  New York Center gave the report that follows while the controller was still unable to find American 11.,entailment,contradiction
This joint attention to objects and events fosters early language development.,This joint attention will have the most impact on fostering language development. ,neutral,entailment
"In the succeeding minutes, controllers were attempting to ascertain the altitude of the southbound flight.",Controllers had the altitude of the plane on their screen.,neutral,entailment
finding an interesting shell on the beach ( Looks like Mom's shiny necklace. ,That shell looks like Mom's necklace she got at the art fair.,neutral,contradiction
General David Wherley-the commander of the 113th Wing-reached out to the Secret Service after hearing secondhand reports that it wanted fighters airborne.,Wherley was the commander of the 113th Wing of the Air Force.,neutral,entailment
The only thing I know about Gilbert is that I find him listed as co-author of Muskrat Ramble .,I would like to learn more about Gilbert than his co-authorship of Muskrat Ramble.,neutral,contradiction
It is spoken even in  A beautiful girl awakens in bed to find a vampire at her side.,The vampire intends to kill her.,neutral,contradiction
Case 2: Multiple Plants and Production Planning,There is a case 3.,neutral,contradiction
"This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents.",I am telling my son about a story that my dad told me when I was younger.,neutral,entailment
"Well, let's see.",We'll find out if we're patient.,neutral,contradiction
You can literally help save a life.,You can save a life with a $20 donation.,neutral,contradiction
\\And you'll stay here?,"I have an extra room ready, if you'd like to stay.",neutral,contradiction
"What about Piaget's belief that through make-believe, young children solidify their new symbolic capacity?",Piaget's theories on childhood fantasies has been documented in many books.,neutral,contradiction
English-types (like us) thrive in an environment that fosters dialogue.,Dialogue is important to developing English skills.,neutral,entailment
"That is not entirely true, for linguists know too much about language to suggest that there ever was, literally, a single language from which all Indo-European languages descended.",There is active research in the linguistics community to determine the origins of Indo-European languages.,neutral,contradiction
The employers in the stable shops with employees whom they were anxious to keep suffered as much as we did because the union was weak.,"For employers, rewarding workers with better conditions had unforeseen consequences.",contradiction,entailment
"But stories I remember hearing one of uh, I believe it was Marsha uh, the wind caught the storm door there she was, she was uh, hanging on to the back storm door and I guess pulled it open a little bit to see what was going on and the wind caught it and threw her right out in the yard.",The best story about storms I have ever heard was about Marsha getting thrown out into the yard when the wind caught the door she was opening.,entailment,contradiction
 What color was it painted?,What color was the small vase painted?,neutral,contradiction
"He slipped the knife out of the sheath and was ready, and unembarrassed by hampering bedclothes, for the weather was hot and we hadn't any.",He was about to murder someone.,neutral,contradiction
FAA headquarters had by this time established an open line of communication with the Command Center at Herndon and instructed it to poll all its centers about suspect aircraft.,The line of communication between Herndon and the FAA headquarters was via telephone.,neutral,contradiction
What does he do for a living?,What job is he passionately working at?,neutral,contradiction
My mom knows.,My dad is unaware of this.,neutral,contradiction
The increased volatility of producer and consumer prices in a number of sectors since 1995 has been attributed in part to the adoption of new inventory polices related to lean retailing.,Adoption of new inventory policies has been popular since 1995.,neutral,entailment
"The flight attendant reported that the flight had been hijacked, both pilots had been killed, a flight attendant had been stabbed, and the hijackers were probably flying the plane.",Both pilots put up a heroic struggle before being killed.,neutral,contradiction
"As with all contributions made through I U Foundation, your gift is tax-deductible according to federal and state laws.",You can deduct any gift on your taxes as long as it is paid directly through the school.,neutral,contradiction
Sweeney We are flying low.,Sweeney said we are flying low too the ground.,neutral,entailment
And leave a singed bottom all involved With stench and  ...,Leave the bottom singed from the fire.,neutral,contradiction
"Historians have often discussed the  three estates  of the Western world'nobility, church, and commons.",The nobility of the Western world often have inherited wealth.,neutral,entailment
"In the same way, those who support equal rights for women would be well advised to concentrate on the issues at hand and not contaminate their cause with trivia, like whether Romeo and Juliet or Antony and Cleopatra ought to have the order of the names reversed in odd-numbered years so that women get top billing.",The issue of women and top billing in adaptations of film has proved popular. ,neutral,contradiction
Your mother wasn't real happy about that.,Your mother wasn't happy about you marrying her.,neutral,contradiction
"Every time we stop I want you to get off and let whoever I'm letting on, in and then you get back in, sit on the step.",I want you to get off at the next stop.,entailment,contradiction
"This time, it was MUSCAT RAMBLE.",They changed the name to Muscat Ramble to rebrand themselves.,neutral,entailment
"Finally, turning to her toilet, she rested her face in her hands, and gave a sort of groan. ",The death of her father was emotionally scarring.,neutral,contradiction
"Where, where are you working now?","You are still working in the same place, correct? ",neutral,contradiction
Nothing except knowing that you are helping to protect the Earth's precious natural resources.,"You will work in our organization for free, but you will help Earth.",neutral,contradiction
"In fact, our analysis of the HCTAR data shows that the probability of adopting shipping container markers and modular production significantly increases if both bar codes and EDI have already been implemented.",We found out that implementation of bar codes is popular in shipping containers.,neutral,entailment
"On the whole, readers can draw their own conclusions about the breadth of coverage; as for me, I should (regrettably) sacrifice Montrachet to gain others.","On the whole, readers of the New York Times can decide for themselves.",entailment,contradiction
"This can lead to a condition called imprinting, where the baby grows up thinking it is a people instead of a duck.",If the duck spends too much time with people it may lead to imprinting.,neutral,contradiction
"In the felled seams of shirts and jeans, for example, the visible stitches might be of a color designed to decorate the garment.",The felled seams of shirts are visible because it makes the item look brighter.,neutral,entailment
"We didn't know as much about it as we do today, and were learning and adjusting to diabetes at the same time we were building our marriage.",At the same time we were building our marriage we were adjusting to diabetes and it was very difficult.,neutral,contradiction
"I spent hours daydreaming and looking at old pictures of Mom, Dad, Sarah, and me. ",I looked at old family pictures and wished they were still there.,neutral,contradiction
"Uh, let's see.",I can't remember.,neutral,contradiction
"In our fund raising efforts to date, we have received the support of local government, foundations, and corporations as well as the personal financial commitments of individual MCCOY Board members.",We have raised thousands of dollars in our fund raising.,neutral,entailment
Counts to four.,Counts to four and then pausing before continues counting.,neutral,entailment
One thing in particular she used to save would be soup labels.,She saved Campbell's soup labels. ,neutral,contradiction
What do you do for that?,What do you do at work?,neutral,contradiction
"Map 33 shows the distribution of child (most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast).",Bairn was the pre-eminent word in the North of England.,neutral,contradiction
"skinflint In many parts of early America, necessities such as flint were scarce.",Flint was a luxury in America.,neutral,contradiction
"I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody.","I fail at lots of things, basically a failure at life.",neutral,contradiction
To help accomplish these goals we need your support.,We'll need the support of at least 500 people to help accomplish these goals.,neutral,contradiction
The good news is that the teen-age birth rate has fallen almost 9 percent since 1991.,"In 1991, school began focusing more on teaching safe sex practices.",neutral,contradiction
Oh I've done that a number of times.,I've slept in that hotel many times.,neutral,contradiction
"General Arnold later recalled instructing Marr to go ahead and scramble them, and we'll get authorities later.",General Arnold instructed Marr to go ahead and scramble them because there was no time for authorization.,neutral,contradiction
"In the 95 paper, I extend Tuleja my sympathies.",I am sorry for Tuleja.,entailment,contradiction
"Manager, New York  We have several situations going on here.",These issues were more than New York could deal with.  ,neutral,contradiction
"The balance comes from fees, special events, grants and individual gifts.","The total come from fees and gifts from people, all of which total $490,000.",neutral,contradiction
