premise,hypothesis,gold_label,pred_label
" a short article about someone or something in a dictionary or encyclopedia,.",A brief article that explains the best places to travel.,contradiction,entailment
Your involvement will be greatly appreciated.,Your help is really needed and would be appreciated.,neutral,entailment
"I do, but it gets to a point where like I feel like if I fail, it's just going to be like way too much for everybody.","I feel like when I succeed, nobody cheers loud enough for me.",contradiction,entailment
"They were planning to hijack these planes and turn them into large guided missiles, loaded with up to 11,400 gallons of jet fuel.","They were not planning to hijack the plane, but instead threaten the people sitting next to them.",contradiction,entailment
"How does the YWCA differ from other organizations that provide health, fitness, social and education services?",Can you give me directions to the nearest gym?,contradiction,entailment
I was a mistake.,I feel wanted. ,contradiction,entailment
"In doing so, they invite children to judge the appropriateness of their requirements.",The requirements are usually determined to be fair.,neutral,entailment
"It had at most one or two minutes to react to the unidentified plane approaching Washington, and the fighters were in the wrong place to be able to help.",The fighters had half an hour to respond to it.,contradiction,entailment
ramrod A ramrod is a rod of wood or metal for ramming the ball and patch down the barrel of a muzzleloading firearm and setting them against the main powder charge.,Ramrods are made of cloth and are used to clean the muzzle of a gun.,contradiction,entailment
"Between ages 3 and 4, this detachment of make-believe symbols from the real-life conditions they stand for is well developed.",Children prefer to get into real-life situations. ,neutral,entailment
"Although these advances are encouraging, our work is far from complete.",There have been advances such as mastering time travel and instant teleportation.,neutral,entailment
I write to ask you to become a supporter of the Moving Company.,I write to ask you to cut all association with the Moving Company.,contradiction,entailment
"He learned in the tunnel that the Pentagon had been hit, and he saw television coverage of smoke coming from the building.",He got out of the tunnel quickly when he heard about the Pentagon.  ,neutral,entailment
Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta .,It would be a boon if Maledicta had more such interviews.,neutral,entailment
Today's girls will be tomorrow's leaders--and they're counting on YOU!,Without your help they will not develop the skills to become leaders.,neutral,entailment
There may be others who have had the same experience with them.,No one has had those experiences with them.,contradiction,entailment
We believe such statements do not reflect an adequate appreciation of the FAA's responsibility for the safety and security of civil aviation.,The statements ignore the FAA's relevant studies and research.,neutral,entailment
Projects which enliven and enrich the student experience and draw some of our finest scholars and teachers to our campus--and to our city.,These projects cost a ton of money to implement. ,neutral,entailment
"Map 33 shows the distribution of child (most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast).",Map 33 shows us that the word child was used universally across England while bairn only came into use in Scotland.,contradiction,entailment
"In all the ways just mentioned, parents and other adults are vital conveyers of culture, through direct teaching of attitudes and values and through the pervasive imprint of culture on the settings and activities they provide for children.",Parents convey the culture to the children using all their small behaviors.,neutral,entailment
"These are particularly tricky when short words, like articles or pronouns, are ",Articles should be considered when doing these.  ,neutral,entailment
"Beginning in the 1970s, retailers expanded their offshore sourcing efforts, especially after quality standards improved, establishing sourcing offices and relationships in low-wage countries, particularly in Asia.","Retailers expanded their sourcing to Asia, because they liked their food.",neutral,entailment
He was simply making extortionate exactions upon his wretched lessees.,He enjoyed making excessive demands to his tenants.,neutral,entailment
Your investment is critical to making our community a better place.,We have a ton of donations and a surplus in our budget!,contradiction,entailment
"As the lead pilot explained, I reverted to the Russian threat.",I didn't know which threat to pursue.,contradiction,entailment
"Hmm, well , I had some teachers that were really, um, influential about what I read and their love for literature.",I read all the books suggested by my teachers. ,neutral,entailment
"Among the subjects he touches on in his poem are street crime, unemployment, the degradation of the welfare system, tacky urban renewal projects, overcrowding, high rents and unscrupulous landlords, noise, vehicular traffic, congestion, even problems of immigration and integration.",He only touches on three subjects in his poem.,contradiction,entailment
That sounds dangerous.,That sounds like a really boring and safe thing to do.,contradiction,entailment
Then a unique marker must be created that combines different orders using the same fabric.,It is not necessary to mark the different orders.,contradiction,entailment
Retail Replenishment Performance,All retail stores need to restock.,neutral,entailment
A proportionately large number of you responded to that survey.,Not a one of you participated in the study.,contradiction,entailment
"He tried the radios, first calling the aircraft directly, then the airline.",He didn't try contacting the plane and never talked to the airline.,contradiction,entailment
Lewin had served four years as an officer in the Israeli military.,"Lewin had served in the Israeli military as an officer for four years, and a recruit for years previously.",neutral,entailment
The good news is that the teen-age birth rate has fallen almost 9 percent since 1991.,Teen birth rates have remain constant for decades.,contradiction,entailment
"This was the first of several occasions on 9/11 when flight attendants took action outside the scope of their training, which emphasized that in a hijacking, they were to communicate with the cockpit crew.",The flight attendants had no training for the situation and therefore did not take action.,contradiction,entailment
"The user is offered a choice with man-  a  a tiger or other animal that has acquired the habit of eating  a woman given to chasing, catching and devouring men. ",Alligators are also an available choice. ,neutral,entailment
"More likely, they read wants as meaning `desires' rather than `lacks,' but that might well be a deliberate, facetious ambiguity.",Wants is not the only word where more than one meaning can be inferred.,neutral,entailment
"Ask parents why they spell rather than say the words, and they remark,  If you say  ice cream,' he'll want it now.",Parents prefer to say words over spell them so their kids will know what they are saying.,contradiction,entailment
"But after September 1996, when first Jalalabad and then Kabul fell to the Taliban, Bin Ladin cemented his ties with them.",Bin Ladin lead the Taliban to conquer Kabul.,neutral,entailment
Is it like a gun?,Is it a ball?,contradiction,entailment
It carried its full capacity of nine flight attendants.,Three dozen people - including nine flight attendants - were on board.,neutral,entailment
That's a good attitude!,That is a negative and unwanted perspective. ,contradiction,entailment
"Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.",Department stores often specialized in one or two products.,neutral,entailment
"We count on your continuing interest in Sudden Infant Death Syndrome, the SIDS Alliance and our programs.",Your donation won't help us fight SIDS>,contradiction,entailment
Enclosed is a pledge card and return envelope to assist you in making your tax deductible contribution.,"The pledge card and envelope is for official use only, kindly ignore them.",contradiction,entailment
Are you going to get gifts for anyone this year?,You won't be buying gifts this year.,contradiction,entailment
Contributions qualify for tax deductions under state and Federal guidelines.,There is no tax incentive for contributing. ,contradiction,entailment
I like working and making money.,I hate working but I love to buy clothes.,contradiction,entailment
"Societies seldom see what is central in their own cultures, having much less trouble identifying it in the cultures of others.",Societies often see what is central in their own cultures.,contradiction,entailment
"The new requirements stress closer attention to individual learning between students and advisers and emphasize the connections among literary study, writing, and linguistics.","The students don't need to learn linguistics, right?",contradiction,entailment
"Um, I guess the only story that they ever say a lot about my grandmother was the fact that she did not like my mom when uh my father and she first got together.",My mom didn't like my grandmother at one time. ,neutral,entailment
"Other extremists had, and have, followings of their own.",There were no other extremists with followings.,contradiction,entailment
"But, uh, I guess I did that for it must have been close to, um, a year and a half maybe, and then I decided not, and ended up leaving.",I left after two days. ,neutral,entailment
"Oh, can you think of any other stories?",Do you remember that story about the brothers?,neutral,entailment
"The school received 1,437 applications to seat 260 students in the 1992 entering class.","Less than 1,000 applications were received by the school.",contradiction,entailment
"However, its history has been maintained in the present law school building through the display of its stained glass windows and the old oak fireplace.",The present law school building contains nothing of its history.,contradiction,entailment
"When Isaac Bashevis Singer was awarded the Nobel Prize for Literature in 1978, he remarked in his acceptance ",The Nobel Prize is an award that is highly looked upon.,neutral,entailment
(Tries to insert a piece in the wrong place),They figured out where the piece goes.,neutral,entailment
Please send the largest contribution you can comfortably make.,Send us everything you have no matter the price you have to pay.,contradiction,entailment
The only thing I know about Gilbert is that I find him listed as co-author of Muskrat Ramble .,I wasn't aware of Gilbert's co-authorship of Muskrat Ramble.,contradiction,entailment
It's one of the Little Golden?,Is it The Poky Little Puppy?,neutral,entailment
I had my second chance to change my life.,I didn't have any chances left to change my life. ,contradiction,entailment
It places a high value on success with such things.,Such things are considered worthless,contradiction,entailment
Then the next day I don't know if you weren't there.,"I tried to figure out if you were going to show up the next day, but it didn't seem like you did, so I figured you just didn't care anymore.",neutral,entailment
"    To the best of our recollection, this may be the only instance in which the origin of an expression has been traced to a statue.",The statue in question is in Brazil. ,neutral,entailment
Projects such as this touch the lives of others and enhance the education of the students.,Students very much enjoy participating in the programs. ,neutral,entailment
To help accomplish these goals we need your support.,"These goals can never be accomplished, no matter how much support we get. ",contradiction,entailment
"Like in most schools in Charlotte, if you go on other sides, it's like everybody's just white, but in my school, there was every kind of person you could ever meet.",My school was filled with people who were all extremely alike. ,contradiction,entailment
We're at war . . . somebody's going to pay.,This is a peaceful time for the country.,contradiction,entailment
Is he your favorite superhero?,Is that your favorite actor?,contradiction,entailment
"Please RSVP to Tammy Jackson by Tuesday, November 2, 1999 at 264-7555, ext.",We will not accept RSVPs after that date.,neutral,entailment
"Do you feel like that's a Southern thing or a NC thing, or--",Do you feel that it's a northern thing they do?,contradiction,entailment
"Um, I wish I could think more.",I wish I could think less.,contradiction,entailment
No state dollars are available for this project.,All of the state's dollars go to the project. ,contradiction,entailment
"This means that half of your contribution will be returned to you through State tax savings, while the entire donation amount will remain deductible on your Federal taxes.",You must donate more than 100 dollars.,neutral,entailment
This joint attention to objects and events fosters early language development.,This joint attention will have the most impact on fostering language development. ,neutral,entailment
"The reception is scheduled for Thursday, April 29, (6:00-7:30 p.m.) at the Hyatt Regency.",The reception is scheduled to go for less than two hours.,neutral,entailment
"In addition, there was a rich collection of words relating to water, not necessarily indicating its presence.",There was a collection of words that were about sky.,contradiction,entailment
"Our studies of business units with differing levels of the four practices indicate that firms with the complete set of practices achieve similar or slightly better performance in regard to the percentage of goods delivered complete and on time, although these differences between business units are not very dramatic.",Differences in business unit that utilized the four practices resulted in dramatic differences in performance.,contradiction,entailment
It just kind a fills it out a little bit makes it a little easier on the ear especially if they can't sing but.,It's unpleasant to listen to before we do this.,neutral,entailment
"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies.",There were no White House video teleconferences held that day or for another week. ,contradiction,entailment
"Before we take up this emerging theoretical consensus, let's address the question of whether greater parental commitment, in the context of today's demanding and stressful work lives, is possible.",The emerging theoretical consensus can be realized with a greater parental commitment.,neutral,entailment
"Upon entering the work force, he discovered few job opportunities that seemed to match his abilities.",He had been completed both masters and postgraduate degrees.,neutral,entailment
These findings are not an indictment of maternal employment or nonparental child care.,Maternal employment or non parental child care are not an allegation of the findings from last Wednesday.,neutral,entailment
"What a pleasure, for example, to discover that one who has been tagged out at home plate is the victim of an  out-throw. ","What a disgraceful moment, for example, to discover that one who has been tagged out at home plate is the victim of an out-throw.",contradiction,entailment
We do not have to differentiate between military or civilian.,They have a clear distinction between military and civilians.,contradiction,entailment
"Mr. Joseph Hymes'  Do Mistake'Learn Better  [XV,1] brought to mind the time a Japanese acquaintance told me of a friend of hers who decided to tackle the original English version of three books she had enjoyed while in Japan.",The books were first printed in Japanese.,contradiction,entailment
"Um, not too many stories about my dad's childhood.",My dad doesn't remember much of his childhood.,neutral,entailment
Bin Ladin's grievance with the United States may have started in reaction to specific U.S. policies but it quickly became far deeper.,Bin Ladin always loved the United States and the west.,contradiction,entailment
"On the other hand, I do not have the hard evidence at hand and assume that the RHD does.","The evidence given may be hard, but it also stored on a computer, too.",neutral,entailment
"At 9:57, the passenger assault began.",The passengers were too scared to fight back.,contradiction,entailment
"I am feeling quick on the trigger, quick on the draw, hot as a pistol, and loaded for bear, so I am going to get the drop on you and let you have it with both barrels.","I'm very confident in my skills, so I'm definitely going to shoot you first.",neutral,entailment
"At the same time or shortly thereafter, Atta-the only terrorist on board trained to fly a jet-would have moved to the cockpit from his business-class seat, possibly accompanied by Omari.",Atta and Omari were two terrorists who were armed with box cutters.,neutral,entailment
"The reason, Robinson and Godbey suggest, is that our pace of life is faster.", Robinson and Godbey say our pace is slow.,contradiction,entailment
"Hani Hanjour, assigned to seat 1B (first class), soon followed.",Bob was assigned to seat 2a,neutral,entailment
They could not recall that any of the passengers they screened were CAPPS selectees.,"They did not screen any passengers, and had no idea who were CAPPS selectees.",contradiction,entailment
joint facility in Riyadh for training the Saudi National Guard.,Training was not allowed in Riyadh.,contradiction,entailment
Or the flight attendants may just have been in their way.,The terrorists tied  the flight attendants because they were in the way. ,neutral,entailment
"Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.",Finished goods inventory has a very direct bearing on a Manufacturers' bottom line.,neutral,entailment
From that point of view the differing interpretations Mr. Anson and I read into the passage are of secondary importance.,The differing interpretations are of upmost importance and cannot be overlooked.,contradiction,entailment
We've helped people break free of the welfare cycle.,We've provided job training for people on welfare.,neutral,entailment
Allah is the greatest!,Allah sucks!,contradiction,entailment
"Not yet a reality, but often seriously discussed, is terraforming `aitering an extracterrestrial body to make it capable of supporting  Earth's life forms.","Terraforming exists but is never discussed, it is rather taboo. ",contradiction,entailment
"We are leaders in the bar, business, government, and community affairs.","As we are the leadership of the community affairs, we need to invest in charity.",neutral,entailment
"So, early that morning, that afternoon, I came down from San Miguel, and I told him, I'm going to go.",I told him that afternoon that I am moving out of the house.,neutral,entailment
The Herron School of Art and Gallery at IUPUI is contemporary art!,The herron school of business is good.,contradiction,entailment
What happened? ,What happened last night?,neutral,entailment
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,the last five chapters are about apparel and apparel related material.,contradiction,entailment
 You can't do it with your hands; you need a peeler.,"It is technically possible, but not permitted for one to use their hands.",neutral,entailment
Bin Ladin was prepared to pick up where he had left off in Sudan.,Bin Laden hated the country if Sudan. ,neutral,entailment
"My favorite story, um, oh, Cinderella.",I hated the Cinderella story.,contradiction,entailment
Chinese mothers typically corrected the child   What did you say? ,Chinese mothers do not correct their children.,contradiction,entailment
"At that point in time, the Langley pilots did not know the threat they were facing, did not know where United 93 was located, and did not have shootdown authorization.",The Langley pilots were fully aware of the threat and situation and had authorization.,contradiction,entailment
"This year's Annual Appeal goal is $65,000.","Our goal this year is $75,000.",contradiction,entailment
These trainers were later heard boasting that their assistance led to the October 1993 shootdown of two U.S.,"At a later point, these trainers were heard bragging that their help led to the shoot-down and complete destruction of two U.S. helicopters.",neutral,entailment
"Our faculty are involved in the community, working with city officials, conducting research, and providing the community with expertise and service.",Our faculty provides the community with no service due to their incompetence.,contradiction,entailment
"Because introducing changes at any step may unbalance the system as a whole, technological innovations have not easily found their way into the sewing room'which may be out of sync with what an integrated retail-apparel-textile channel requires.","Technological innovations are ubiquitous in sewing rooms, and without them, workers would be out of sync. ",contradiction,entailment
 You went treating!,Treating is for kids.,neutral,entailment
The literacy statistics change little from year to year.,We do not have any data on literacy.,contradiction,entailment
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.,Creating a production line did not involve any calculations of the amount of workers and flow of products.,contradiction,entailment
What do you do for that?,Where do you go for that?,contradiction,entailment
"About five minutes after the hijacking began, Betty Ong contacted the American Airlines Southeastern Reservations Office in Cary, North Carolina, via an AT&amp;T airphone to report an emergency aboard the flight.",Betty Ong was unsuccessful in contacting the American Airlines Southeastern Reservations Office.,contradiction,entailment
"When parents and children spend most of their time apart, the result is a profound dampening of parents' socializing power.","When parents and kids are together more, the result is parents socialize more.",neutral,entailment
"At last, he has found success in a job that he loves.","At last, he retired and stopped working a job that he hates.",contradiction,entailment
"Six, southwest of the White House, deviating away.",Six were headed directly toward the White House.,contradiction,entailment
One senior FAA air traffic control manager said that it was simply not the FAA's place to order the airlines what to tell their pilots.,The FAA tries to control pilots too much. ,neutral,entailment
Contributing members of the winning class will receive an added bonus of a tuition-waived registration to a non-restricted C.E.,Contributing members of the winning class will love the present in-store for them.,neutral,entailment
"He views either of them as the instrument, the bond, of his not being able to pass on the crown to a successor of his choosing (or of his subsequent begetting).",Actually passing on the crown is quite simple and easy.,neutral,entailment
"Yeah, we gotta get-we gotta alert the military real quick on this.",The military should already have been alerted about this.,neutral,entailment
That's a good attitude!,That is a negative and unwanted perspective. ,contradiction,entailment
These findings are not an indictment of maternal employment or nonparental child care.,Maternal employment or non parental child care are not an allegation of the findings from last Wednesday.,neutral,entailment
"I'm all for Latin courses, but there's an easier way of building your English vocabulary then plowing through the intricacies of Latin morphology and syntax.",Latin is often studied by those who wish to learn English.,neutral,entailment
"Um, I don't think I'll be able to settle down here though, because most of my relatives live up north.","I will settle down here, I am sure of it. ",contradiction,entailment
"In 1990, 73 percent of all workers in this industry were classified as working in the sewing department; 91 percent were sewing machine operators.",This demonstrates the overwhelming need for sewing machine operators in the present.,neutral,entailment
"Again, the time it takes managers to reach a decision is what determines the length of this process.",This time is dependent on the rate which producers can create the products.,neutral,entailment
The thin plastic sheet effectively cuts off the flow of room air through the fabric.,Room air can destroy the fabric if it's not controlled.,neutral,entailment
"Of those beginning prenatal care in the first trimester, Indiana mothers rank in the lower third of individuals receiving such care nationwide.",Two-thirds of Indiana mothers receive prenatal care in the first trimester.,contradiction,entailment
"The NMCC officer who participated told us that the call was monitored only periodically because the information was sporadic, it was of little value, and there were other important tasks.","The officer didn't tell us anything, he said this was on a need to know basis.",contradiction,entailment
And how was growing up in Charlotte?,How was it growing up in the Western US?,contradiction,entailment
"Helen W. Power, in  Women on Language; Women in Language [XV","Helen W, Power is a highly intelligent woman. ",neutral,entailment
"The Department of Defense, like the Department of State, had a coordinator who represented the department on the interagency committee concerned with counterterrorism.",The Department of Defense has a coordinator who had a seat on the interagency committee and was involved in decision making with the FBI.,neutral,entailment
"Last year a small number of alumni each contributed between $2,500 and $4,999 to the school.",A number of alumni contributed over $5000.  ,neutral,entailment
"Callers reported that a passenger had been stabbed and that two people were lying on the floor of the cabin, injured or dead-possibly the captain and first officer.",The passengers tried to help the injured.  ,neutral,entailment
Only written or printed Chinese provides the glue to hold the Babel together.,Only words sung in Chinese hold the Babel together.,contradiction,entailment
"Top-down  an apex of professors and doctors buttressed by the holders of college degrees (many of them lower-level administrators, teachers, and researchers within the system).",Every professor and doctor has a college degree. ,neutral,entailment
finding an interesting shell on the beach ( Looks like Mom's shiny necklace. ,That shell looks like Mom's necklace she got at the art fair.,neutral,entailment
American 11 struck the NorthTower at 8:46.,The first plane crashed into the south tower around 9:00,contradiction,entailment
"and so on through the whole megillah : `long, involved story.",The scroll was a very complicated confusing story.,neutral,entailment
But technical innovations have aided the operators.,Operators have been able to save time through the assistance of technology.,neutral,entailment
More picturesque are the references to erections.,The references to erections had a lot of pictures.,neutral,entailment
This plan is one more reason to preserve the perennially endangered Endangered Species Act -the most effective wildlife law ever passed.,This plan shows us that we need to do away with the Endangered Species act.,contradiction,entailment
I won't tell.,I'll tell.,contradiction,entailment
"Among the subjects he touches on in his poem are street crime, unemployment, the degradation of the welfare system, tacky urban renewal projects, overcrowding, high rents and unscrupulous landlords, noise, vehicular traffic, congestion, even problems of immigration and integration.",He only touches on three subjects in his poem.,contradiction,entailment
"At 9:21, NEADS received a report from the   Military, Boston Center.",The NEADS used the report to identify a potential strategy.,neutral,entailment
No it hasn't because my grades are still pretty bad.,I should really spend more time studying and try harder to get to all my classes.,neutral,entailment
"Not until 1998 did al Qaeda undertake a major terrorist operation of its own, in large part because Bin Ladin lost his base in Sudan.","After this operation, Bin Ladin was motivated by the effectiveness of the attack.",neutral,entailment
Make-believe roles are not equally pleasurable'a feature of cooperation that is as true in everyday life as it is in fantasy play.,All make-believe roles are as equally pleasurable as each other.,contradiction,entailment
I firmly am committed to that.,I'm apathetic to that.,contradiction,entailment
"Practicing and solidifying modes of representation, Piaget emphasized, make it possible for the child to free thought from the here and now; create larger images of reality that take into account past, present, and future; and transform those images mentally in the service of logical thinking.","Piaget emphasized, that nothing else should be considered when thinking illogically.",contradiction,entailment
"The  lowing herd  ( Onomatoplazia ) wound slowly in the first verse of  Elegy in a Country Churchyard,  by Thomas Gray, not Oliver Goldsmith.","The first verse of Elegy in a Country Churchyard, in which bovids moo mournfully, is not the work of Oliver Goldsmith as is commonly claimed, by the work of Thomas Gray.",neutral,entailment
"But unprofitable heavy industry, state monopolies, and opaque bureaucracies slowly stifled growth.",Unprofitable heavy industry and opaque bureaucracies stimulated growth.,contradiction,entailment
I liked that part.,I did not enjoy that part at all.,contradiction,entailment
"They touch an object, hold it up, or point to it while looking at another person to make sure he or she notices.",They will never get attention by pointing at an object while looking at another person.,contradiction,entailment
"Best of all, probably, was the unintentional but unavoidable hilarity roused by Hattie McDaniels, Butterfly McQueen, and Vivien Leigh as they jabbered and squeaked in Japanese about Ashley Wilkes, Mista Rhett, and the fall of Atlanta.",The hilarity that ensued as the Japanese women spoke was completely on purpose.,contradiction,entailment
Look at this.,Please direct your attention elsewhere. ,contradiction,entailment
I want to meet the coldest women'the women who get their diamonds and cars and then start to bawl about how sad and unlucky they've been.,I have no interest in meeting women with diamonds and cars because they have plenty of problems of their own.,contradiction,entailment
"As the above sampling of concerns reveals, today's parents are not just worried about major transitions and traumas, such as the impact of marital breakup or community violence.",Parent's these day's aren't concerned about major transitions.,contradiction,entailment
I firmly am committed to that.,I'm committed to that religion.,neutral,entailment
These advancements simply would not have been available without contributions from alumni and friends of the school.,These advancements were available without any contributions.,contradiction,entailment
"The  lowing herd  ( Onomatoplazia ) wound slowly in the first verse of  Elegy in a Country Churchyard,  by Thomas Gray, not Oliver Goldsmith.","Thomas Gray and  Oliver Goldsmith are the same person, neither of whom wrote Elegy in a Country Churchyard.",contradiction,entailment
"Whether the apparel item is casual or formal, the stitching in the garment must accomplish one or more of the following objectives.",There are no objectives associated with the stitching in the garment.,contradiction,entailment
"Partnership with YMCA of Liberia - In 1998, we continued our efforts to help the YMCA of Liberia re-establish after 7 years of civil war.",It is expected that recovery will take a decade. ,neutral,entailment
"Um, Peyton Place was, had, um, kind of a fascination because I was at summer camp in NH, near Gilmanton Iron Works, where that woman, the author, lived.",The summer camp was very fun in that I had learned a lot.,neutral,entailment
Today's girls will be tomorrow's leaders--and they're counting on YOU!,Without your help they will not develop the skills to become leaders.,neutral,entailment
"A successful U.S. apparel-maker, for instance, may assemble basic men's khaki pants in average sizes in Mexico, taking advantage of low labor costs as well as Mexico's proximity to the maker's Texas distribution centers; at the same time, this company can choose to manufacture products with more variable demand, like khaki pants with narrow waists and long inseams, in the United States, providing fast turnaround for retailers and lower exposure to inventory risk.",The United States prefers outsourcing its labor to Mexico.,neutral,entailment
"In Sudan, he established an Islamic Army Shura that was to serve as the coordinating body for the consortium of terrorist groups with which he was forging alliances.",He forged no alliances with terrorist groups.,contradiction,entailment
Please help Goodwill and help people find jobs.,The Goodwill needs to fire more people.,contradiction,entailment
"I love to read just plain history, um, it must have rubbed off in some aspect because that's the kind of thing I still read.",I don't like history books.,contradiction,entailment
"At 9:34, the Command Center relayed the information concerning United 93 to FAA headquarters.",The Command Center relayed the information concerning United 93 to FAA headquarters to seek help.,neutral,entailment
. . . [I]f they're there then we'll run on them.,"They said, ""If they are there, then we will run on them"" to try to save the crew, passengers or buildings in larger public places from being attacked. ",neutral,entailment
"Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.",Retailers routinely hold fashion goods in finished goods inventory to the happiness of Manufacturers.,contradiction,entailment
"Formally defined as the standard deviation of demand divided by average demand, the coefficient of variation can be considered a measure of variation that is normalized; it allows us to compare the variation of demand for different products, even if the average demand of the two products is quite different.",We have no way of comparing the demand for different products.,contradiction,entailment
"Although small specialty shops were limited to a few items, such as those found in a traditional dressmaker or milliner's shop, department stores offered fixed prices and the convenience of returning purchases for exchange or cash.",Department stores often specialized in one or two products.,neutral,entailment
"If you want to keep on, that's fine, but, so much time!",It took a lot of time because he was a slow person.,neutral,entailment
The Herron School of Art and Gallery at IUPUI is contemporary art!,The Herron School of Art is fantastic at contemporary art.,neutral,entailment
 Lakeside city located inside the embankment or on top of it,The embankment does not have a city anywhere near it.,contradiction,entailment
In order to study performance we must first examine how different manufacturing practices fit together for suppliers.,The study is about how often employees take breaks.,contradiction,entailment
"Onomatopoeia has a long, honorable, and pleasurable history'from Aristophanes' brek-ke-kex ko-ax ko-ax to Kermit's ribbet, ribbet 'from majestic lines in ancient epic poetry to simple, homey words like plop, splash , and murmur .  In every language and time, the sound and look of some words have given clues to their  their sound has suggested their sense.","A philosophical meaning can be taken from onomatopoeia,",neutral,entailment
"If you would like to become a member of ELM, please fill out the enclosed membership form and send it back at your earliest convenience.",Membership of the ELM costs $20 per year.,neutral,entailment
"Now that manufacturers of power tools and ball bearings talk about their products as  fashion  items, the apparel industry'always subject to the whims of fashion'has much to say to any industry that involves retailing.",There are many power tools that people refer to as fashion items.,neutral,entailment
Lonq live Spring Creek Prairie!,Nobody likes the Spring Creek Prairie!,contradiction,entailment
" How to protect your neighborhood against crime and Jennifer Beals, star of `The Bride.",Jennifer Beals and crime are dangerous,neutral,entailment
"Wha, yeah, very hard compared to high school.",I much preferred the easy ride of high school.,neutral,entailment
"I like, uh, political non-fiction, and I've read The Making of the President series from 1960 on up.",I like to read political non-fiction to take a break from fiction.,neutral,entailment
") In some countries, puzzles of this type are called  cryptograms,  a name we shall use from here on.",Cryptograms are really complex and fun to figure out. ,neutral,entailment
So now I'm going to run three pools over the summer.,I'm not going to have anything to do with pools this summer.,contradiction,entailment
Its blades are its  spears. ,It uses real spears rather than a substitute.,neutral,entailment
"Because of rapid brain growth and gradual decline in brain plasticity, the first 5 to 8 years of life are regarded as a sensitive phase of development in which appropriate stimulation is necessary for children to reach their full genetic potential.",The first 5 to 8 years of life are regarded as the least sensitive phase of development.,contradiction,entailment
Another book that I read recently is very interesting books The Journals of Lewis and Clark.,I read The Journals of Lewis and Clark last week. ,neutral,entailment
"The Herndon Command Center immediately established a teleconference between Boston, New York, and Cleveland Centers so that Boston Center could help the others understand what was happening.",The Herndon Command Center established a teleconference between the centers so Boston could tell the others what was going on on their radar.,neutral,entailment
American 77 was then 5 miles west-southwest of the Pentagon and began a 330-degree turn.,American 77 was turning in the direction of the Pentagon.,neutral,entailment
This does not necessarily translate into a desire for clerical rule and the abolition of a secular state.,Secular state can perfectly coexist with clerical rule as shown in the past.,neutral,entailment
Perhaps you'll even save a life.,Perhaps you could fund the death of someone.,contradiction,entailment
\\And you'll stay here?,You can't stay here!,contradiction,entailment
"You mean like imaginary, or fictional stories?",Fiction was the most prevalent. ,neutral,entailment
"He found lodgings with Younis Khalis, the head of one of the main mujahideen factions.",Younis Khalis was the head of the most important mujahideen faction.,neutral,entailment
The value of the coefficient can vary from zero (if demand is exactly the same every week) to numbers much greater than one for wildly fluctuating weekly demand.,A coefficient can indeed rise up to a hundred for wildly fluctuating weekly demand.,neutral,entailment
"In any event, it is hard to discern, from the arch style affected in an attempt to make dull facts interesting, just what is the origin of sow one's wild oats .  In many entries, Claiborne labors the obvious, offering little or nothing we do not already know, could easily imagine, or for which the author offers no explanation.","Claiborne is an author in her mid 50s, with a degree from Princeton University.",neutral,entailment
Look at this.,"Take a gander at this, it's incredible.",neutral,entailment
"But duende has deeper vibrations, evoking for its disciples the very ethos of Spain.",Duende was very important.,neutral,entailment
"At first, children find it difficult to distinguish words and other mental symbols from the objects and actions to which they refer.",Once children reach adolescence they no longer have problems differentiating words from objects. ,neutral,entailment
"Orwell constructed an alternative future in his vision of the totalitarian state, Nineteen Eighty-Four .  The work has given English a small lode of  the title itself connotes a society marked by government terror and propaganda destroying the public's consciousness of reality (the OED Supplement also accepts 1984 and 1984-ish as adjective forms); that government's official language, Newspeak , now indicates the propagandistic or ambiguous language of, among others, politicians, bureaucrats, and broadcasters ( revenue enhancement  for  tax increase,  etc.); the twisting of minds to the capacity to accept the validity of utterly contradictory opinions or beliefs, or double-think ; the book's head of state, Big Brother , implies an apparently benevolent, but really ruthless, omnipotent, and omniscient state authority.",1984 is often used to criticize government actions regarding surveillance and propaganda.,neutral,entailment
Please join with us to see that happy endings do continue.,Join us to watch the happy endings for moms and babies.,neutral,entailment
"Like neither, like I'm the first one in my family to go to college on my dad's side.",I'm one of a long line of college graduates from my dad's side.,contradiction,entailment
